Title,Author,URL,Body
Everything Trump Did In Georgia To Try To Overturn The 2020 Election,N/A,https://www.theonion.com/everything-trump-did-in-georgia-to-try-to-overturn-the-1850736638,"Despite audits finding no evidence of fraud in the 2020 election, Donald Trump allegedly pressured Georgia officials to meddle with ballots and spread conspiracy theories about the election’s validity. The Onion examines everything Trump did in Georgia to try to overturn the 2020 election. What a fucking pathetic excuse for an autocrat. While he’s not strictly responsible for the racist and classist bipartisan effort to curb democracy, he did a pretty thorough job coasting on it. He was forced to seek alternative measures due to long response times from police. Sadly, the fast-food chain was only able to provide him with around 200. The de-voting fluid may have caused as many as 30 pen-filled bubble votes to evaporate. Trump was apparently misled t0 believe that marrying the governor means you automatically win the state. “I Am President, I Am President, I Am President.” Although both architects of the 9/11 attacks were confirmed dead decades ago, that didn’t stop Trump from trying to damage Atlanta DA Fani Willis’ reputation. Reaching a point of desperation, Trump decided to make an ill-advised purchase of a macaque from Malaysia and tried for days to instruct the monkey on how to identify which ballots were votes for Biden so he could steal them. Although the compromising photos of the voting machine were later discredited, the damage had already been done. Trump vowed that if Georgia pulled through for him, he would declassify all the secret government files about the shadowy figure we know as “George Washington.” His efforts were appreciated, but they had already cast their ballots. Luckily, they were pro–Grover Cleveland ballots from the election of 1884. Trump repeatedly pressured the media mogul to “find more votes” despite Perry repeatedly explaining that the BET series The Oval is pure fiction. Shows how serious he was about staying president. Even though Trump didn’t necessarily truly believe  this would have any bearing on the election results, he hedged his bets by explaining to his sons that committing a sin of the flesh would take away votes from their father. Even though he passed out before they blew off the table, his intention was the same. After hearing about what complete sluts Dominion voting machines are, Trump figured he could set up a little quid pro quo arrangement to secure his win. He was really laying on the potential bribes thick. After everything he did to undermine the democratic process, Trump realized that he didn’t truly have to do anything, and that just being the immoral, spiteful demagogue he was would always be enough to erode fairness within the U.S. It’s unclear how this would have helped his quest for the U.S. presidency, but he was arrested for trespassing on the property several times nonetheless. Prohibited under Chapter 183-1 of the Georgia Election Code. He didn’t find anything that would have helped him overturn the election, but had a lot of fun just looking around regardless. Trump claimed the only real Biden on the ballot was him. Ouch. Unfortunately, Trump is still coming into his powers and lacks the mental strength necessary to move thousands of ballots with his mind. While almost certainly illegal, feasting on volunteers likely only had localized effects. Trump was smart to reach out to the shadowy GOP operatives who successfully stopped the count in Florida, but he may not have been persistent enough. Although the then-senator would have still voted for him, Trump reportedly wanted to make extra sure the vote was received. Trump reportedly created a diversion for Rudy Giuliani to copy confidential data from voting machines by walking into a police office in downtown Atlanta and confessing to kidnapping Charles Lindbergh in 1932. This was mostly to make fun of Jared Kushner, but the authorities decided to  include it in the Georgia indictment as a hate crime. Donald Trump personally jerked off all 5 million adult male residents of the state of Georgia and was disappointed to discover that it did not immediately secure their votes. White People Explain Why Diversity Initiatives Are Discriminatory Everything Supreme Court Justice Clarence Thomas Received From Donors The Onion’s Interview With Mike Pence Homepage"
"‘Ah, Pissing, I Love To Piss,’ Says Ron DeSantis Attempting To Strike Up Conversation With Voter",N/A,https://www.theonion.com/ah-pissing-i-love-to-piss-says-ron-desantis-attemp-1850735536,"DES MOINES, IA— Hoping to initiate a casual chat with an average citizen during his campaign stop at the Iowa State Fair, Florida Gov. Ron DeSantis (R) reportedly said, “Ah, pissing, I love to piss,” this week when attempting to strike up a conversation with a voter. “Boy, do I just adore pissing. What a great way to use my penis,” said DeSantis, moments after seeing a stranger was in the men’s restroom, before unzipping his fly much too early as he walked up to a urinal. “Don’t you love to piss, also? I do it multiple times a day. If I drink a lot of water that day it’s pretty clear, but if I haven’t, it will be more yellow. Sometimes I like to call it tinkling, but there’s nothing more American than a good, hearty piss.” At press time, DeSantis also professed his love for shitting."
Saudis Attempt To Normalize Ties With Israel By Air-Striking Gaza,N/A,https://www.theonion.com/saudis-attempt-to-normalize-ties-with-israel-by-air-str-1850729605,"RIYADH, SAUDI ARABIA—Insisting  that they wished to demonstrate they were negotiating in good faith, Saudi officials announced Friday they had attempted to normalize ties  with Israel by conducting an air strike in Gaza that killed eight  Palestinians and left dozens more wounded. “As an olive branch to  Israeli leaders, we’ve recently carried out a major strike on a Gazan  apartment complex that may or may not have been housing Hamas  militants—but the important thing here is we showed we’re serious about  tearing apart the lives of Palestinians,” said a Saudi Crown Prince Mohammed bin Salman, adding that the significant casualties among unarmed women and  children alone might be enough to push the historic deal to the finish  line. “Obviously, obstacles remain, but we have the broad contours of a  deal here that could absolutely decimate the Palestinian people. And this  is just the beginning. Israel knows that if they normalize ties with the  Saudis, that raises the likelihood of other Gulf States joining them in  killing and maiming Palestinians.” At press time, Israel had reportedly  attempted to show its seriousness by beheading a journalist reporting  on the deal for an American newspaper."
Puzzled Biden Repeatedly Slams Hand Into Front Of Glass Display Case Attempting To Grab Pastry,N/A,https://www.theonion.com/puzzled-biden-repeatedly-slams-hand-into-front-of-glass-1850713568,"WASHINGTON—Stopping at a local café for a quick bite between campaign events, a puzzled President Joe Biden repeatedly slammed his hand into the front of a glass display case while attempting to grab a pastry, sources confirmed Wednesday. “Well, that looks just too darn good to pass up—ouch, what the heck?” said the commander-in-chief, shaking the pain out of his hand and then trying again to reach an almond bear claw that was drizzled with with white icing and sitting on a shelf behind a half inch of glass. “Hmm, that didn’t work either, but certainly this time it will. Ow! Okay, wise guy, I’m the president, and I want to eat you. What the—Jill, get over here and help me! Look, I’m a nice guy, but don’t make me get the Secret Service involved.” At press time, President Biden’s face was pressed up against the café’s front window, and he was reportedly  wondering why he wasn’t able to storm out of the place."
DeSantis Has Surprisingly Smooth Verbal Exchange With Iowa State Fair Corn Dog,N/A,https://www.theonion.com/desantis-has-surprisingly-smooth-verbal-exchange-with-i-1850725546,"DES MOINES, IA—Praising the presidential candidate for nailing a high-profile stop on his campaign tour, witnesses confirmed Thursday that Florida Gov. Ron DeSantis had a surprisingly smooth verbal exchange with a corn dog at the Iowa State Fair. “Frankly, I know he’s struggled with voter interactions in the past, but he looked and sounded totally natural out there when courting  that corn dog,” said campaign staffer Greg Wheelan, adding that DeSantis was confident, calm, and collected while addressing the cornmeal-battered, deep-fried frank, and even made sure to compliment its golden brown, crispy exterior, as well as its stick and choice of condiments. “First and foremost, Ron made it clear that he was not just at the Iowa State Fair to campaign, but he was also there to listen, and spent several minutes sitting silently with the corn dog so he could absorb everything it had to say to him. By the end of the conversation, it was clear he’d secured the corn dog’s vote. He even gave it a hug.” At press time, crowds at the fair were reportedly shocked after Ron DeSantis approached a family, screamed something unintelligible, and took a bite out of their young daughter’s arm."
What To Know About The Hunter Biden Scandal,N/A,https://www.theonion.com/what-to-know-about-the-hunter-biden-scandal-1850724701,Hunter Biden recently pleaded not guilty to two tax evasion charges in the latest scandal for the embattled son of the president. The Onion tells you everything you need to know about the Hunter Biden scandal
Joe Biden Officially Wishes Student Loans Away By Blowing On Dandelion,N/A,https://www.theonion.com/joe-biden-officially-wishes-student-loans-away-by-blowi-1850717749,"WASHINGTON—In his latest attempt to fulfill his campaign promise of relieving the nearly $1.8 trillion burden on U.S. citizens, President Joe Biden officially wished away student loan debt Thursday by blowing on a dandelion. “Today I closed my eyes, wished for the forgiveness of all tuition-related debt for single Americans earning less than $125,000 and couples earning less than $250,000, and blew the seeds of a dandelion into the air,” said President Biden, who stood barefoot on the grass in the White House Rose Garden as he addressed the assembled press corps. “The wind will carry my wish across the country, providing our best hope of enacting this meaningful policy and ensuring that college remains a ticket to the middle-class instead of a burden on our families. I realize that student debt cancellation has failed in the past, but if need be, I will make this same wish when I blow out the candles on my birthday cake this year. Other plans include picking the petals off one of these beautiful flowers and saying, ‘They’re canceled, they’re canceled not’ and, with any luck, ending on ‘They’re canceled’ with the last petal.” At press time, Biden had announced that his wish probably wouldn’t come true because he had told a gaggle of reporters representing every major news outlet in the nation about it."
The Onion’s Exclusive Interview With Mike Pence,N/A,https://www.theonion.com/the-onion-s-exclusive-interview-with-mike-pence-1850718431,"Following Donald Trump’s indictment on federal charges for attempting to overturn the 2020 election, Mike Pence has made headlines as a potential witness  for the  prosecution. The Onion sits down with the former vice president to discuss his political principles. Pence: Saint Michael, the Archangel and Taxiarch, destined to do battle with Satan and slay the Great Dragon. Pence: I took up some hobbies and am really into DIY conversion therapy now. Pence: Prayer isn’t something you do. It’s just a word we Christians use to deflect blame. Pence: No. He always RSVPs yes to my parties and then texts me the day of with some lame excuse. It’s like, dude, just be honest and say You don’t want to come. Pence: Eeeeep!!!! Oh my gosh, do I look okay? Pence: Oh, I’m really a fan of any passage that validates my crimes against humanity. Pence: Yes, my daughters were born of seed my wife scraped off the sofa. Pence: [Speaks in tongues] Pence: I already announced that I am, but I don’t think the single balloon I bought for the occasion garnered enough attention. Pence: Don’t be so skeptical. There are a lot of religious nutjobs in this country frothing at the mouth to have a president who will execute anyone not following God’s laws. Pence: I staunchly believe I am the lumpiest and most chapped of the candidates. Pence: I think Republican voters will connect with the fact that just like them, Donald Trump doesn’t care if I live or die. Pence: The party right now has allowed too much influence from the “alt-right” and other extremists. The Republican party needs to get back to feigning respectability while supporting policies that are violently oppressive. Pence: I believe all will follow the Lord’s divine plan. So obviously it’s going to be Trump. Pence: I was eking out a living doing door-to-door baptisms. Pence: Are you kidding? I’m desperate. I have no standards or scruples or shame. I’d do it in a heartbeat. Pence: I would be one of the Lord’s most devoted apostles, shooting up any mosque or synagogue or Planned Parenthood He asked me to. Pence: The Chinese are quite mysterious, as little is written about them in either the New or Old Testament. Pence: My faith forbids men from singing. Pence: Christian Home Videos Presents: How To Resist Your Urges Pence: I’m a Carrie, obviously. Pence: Yes. I’m living, breathing proof that if your ambitions in show business don’t work out, you’ll always have a place as a psychotic right-wing politician. Pence: Twice daily Crest head-whitening strips. Pence: Three, maybe four. ‘The Onion’ Accidentally Sent Our Sex Columnist To Interview The Pope The Onion’s Exclusive Interview With J.K. Rowling The Onion’s Exclusive Interview With Ron DeSantis Back To Homepage"
Pentagon Officials Panic After Chinese President Shows Up To Fight Them In Parking Lot,N/A,https://www.theonion.com/pentagon-officials-panic-after-chinese-president-shows-1850714457,"ARLINGTON, VA—Nervously pacing the office after the Asian leader finally responded to their repeated provocations, Pentagon officials were reportedly panicking Wednesday after Chinese president Xi Jinping showed up to fight them in the parking lot. “Oh shit, oh shit—Jinping’s out there, and he looks super pissed,” said Secretary Of Defense Lloyd J. Austin III, peeking through the blinds of the government building while  leader of the foreign superpower pulled off his shirt, bellowed the cabinet member’s name and told him it was time to put his money where his mouth was after tormenting the Asian country for years, looking for a reaction. “Get down and shut up. Turn off the lights! We never should have started shit with our warship, I knew that was taking it too far! Now he’s here, crushing beer cans on his head and calling himself ‘loco.’ He just smashed my taillights! We have to get out of here.” At press time, Jinping agreed to bare-knuckle fight the biggest guy from the Department of Defense to settle the dispute over Taiwan once and for all."
Ron DeSantis Announces He Will Live As Slave For One Year To Prove It Not Bad,N/A,https://www.theonion.com/ron-desantis-announces-he-will-live-as-slave-for-one-ye-1850713380,"DES MOINES, IA—Vociferously defending his state’s decision to teach middle school students that enslaved Black Americans benefited from forced labor, Florida Gov. Ron DeSantis announced plans Monday to live as a slave for a year to prove it’s not that bad. “I’m going to be put on the auction block and sold away from my family to a cotton plantation where I will work all day, every day for one calendar year to show how it’s not that big of a deal,” the presidential hopeful said during a campaign stop in Iowa, explaining to his supporters that instead of complaining afterward, he would simply be grateful to have had the opportunity to learn the value of hard work. “I want Republican voters and the general electorate to see how committed I am to exposing slavery as the mutually beneficial arrangement that it truly was. I’ll be working the fields, cleaning master’s house, and cooking for master with a smile on my face and a song in my heart. I’m sure I’ll get whipped sometimes, but I doubt that hurts too bad.” At press time, reports confirmed DeSantis had been beaten to death after being forced to fight another slave."
Sheet Placed Over Dianne Feinstein Between Votes,N/A,https://www.theonion.com/sheet-placed-over-dianne-feinstein-between-votes-1850714147,N/A
DeSantis Bans AP Psychology Out Of Fear People Will Figure Out What’s Wrong With Him,N/A,https://www.theonion.com/desantis-bans-ap-psychology-out-of-fear-people-will-fig-1850708257,"TALLAHASSEE, FL—Explaining that the course would teach thousands of high schoolers harmful information about identifying psychological disorders, Florida Gov. Ron DeSantis announced Friday that the state would ban AP Psychology out of fear that people might figure out what precisely is wrong with him. “If students come to understand ideas, theories, and terminology associated with mental disorders like, say, narcissistic personality disorder, it could get them that much closer to understanding why exactly I behave the way I do,” said DeSantis, adding that such Advanced Placement classes would only indoctrinate the state’s students into recognizing the many mental health issues that manifest in his behavior on a daily basis. “These courses will make teens look critically at why I act  so strangely in seemingly normal human situations and, frankly, allow them to work out that something in my brain is probably abnormal. Floridians know that should never happen. If I don’t know why I seem to be in pain every time I smile, our high school students certainly shouldn’t.” DeSantis went on to announce that he would also be banning couples counseling in the state after advisors suggested his wife Casey DeSantis might use the dangerous practice  against him some day."
Sen. Feinstein Cedes Power of Attorney To Broom Resembling Daughter,N/A,https://www.theonion.com/sen-feinstein-cedes-power-of-attorney-to-broom-resembl-1850708197,"WASHINGTON—Granting the cleaning implement full legal authority over her personal affairs, Sen. Dianne Feinstein (D-CA) reportedly ceded her power of attorney on Friday to a broom resembling her daughter. “At my age, it’s important to have a dependable family member I can rely on, and there’s no one I trust more than my beautiful hardwood daughter,” said Feinstein, who whispered, “You make me so proud every day, Kathy,” as she ran her hand gingerly along the corn broom’s bristles. “She flew out all the way from California today to lean against the corner of my office. Clearly, I’m in good hands with her. I’m also going to make sure she helps me leave all of my life savings to a very handsome bucket I met in the coat closet.” At press time, Feinstein was panicking after her daughter had been kidnapped by a custodian."
Republicans Explain Why Trump Is Innocent,N/A,https://www.theonion.com/republicans-explain-why-trump-is-innocent-1850705405,"Following the former president’s third indictment, The Onion asked Republicans to explain why Donald Trump is innocent, and this is what they said. ”Eyewitnesses, verified text messages, recorded phone calls, physical evidence, his own confessions caught on tape—It’s just not enough to go on.” “I mean, personally I stopped trying to employ any type of logic to explain my pro-Trump position a long time ago.” “President Dad IMPOTENT!!!” “Hey, there are two sides to every story, and women are liars. That’s what this is about, right?” “This is all just a deep-state Democratic plot to distract me while I’m driving so I commit crimes like manslaughter and leaving the scene of an accident!” “Have we truly grown so cynical that a man’s word isn’t enough?” “Donald Trump came to me in a dream and told me that not only is he innocent, but that I am his one true successor.” “He doesn’t have the ridges that characterize the skull shape of a criminal.” “He’s covered under the same constitutional right that says a beautiful lady cannot get a traffic ticket.” “Commiting a crime or two doesn’t mean you’re not innocent.” “I’m not sure you can be found guilty for trying to subvert democracy when we don’t live in a democracy? That’s like getting arrested for vehicular manslaughter after hitting a mannequin.” “Would a guilty man sweat so profusely? I don’t think so.” “Allow me to explain my position using a witch hunt metaphor.” “The Founding Fathers in their infinite wisdom wrote in the constitution that Trump wasn’t guilty.” “I hope they toss him in jail and throw away the key. And then I find the key and let him out and he’s so, so grateful that he let’s me use his golden shitter.” “After seeing that he makes surprise pop-ins at Mar-A-Lago events, I paid huge money to host my birthday party there. That way, my crush, who is a huge fan of him, would definitely come. If he goes to jail and doesn’t show up, I’m never going to get a smooch.” “Surprisingly, he came into my confessional and I absolved him of his sins. Thus he is innocent in the eyes of the Lord.” “I did his roof. Didn’t see anything guilty happening through the hole.” “If President Trump guilty of anything, it’s of being a damn good golfer who committed treason.” “I am less interested in why Trump is innocent, and more why Trump is at all.” “Pops, you mean? My ol’ pops? Guilty? Aw, go on now. Shucks. He ain’t done nothing.” “Trust me. He’s innocent.” “Title 18 § 371 of the U.S. Criminal Code is obviously a slut who’s just lying for attention.” “I screened him for guilt and it came up negative. Just a regular skeleton with a couple extra pelvises.” Americans Explain Whether Joe Biden Should Pardon His Son  Things To Never Say To A Fan Of Ben Shapiro RFK Jr.’s Most Outrageous Remarks Homepage"
Biden Proves Fitness By Having Limp Body Dragged Around White House Lawn,N/A,https://www.theonion.com/biden-proves-fitness-by-having-limp-body-dragged-around-1850690584,"WASHINGTON—In an effort to lay to rest questions concerning his health, President Joe Biden attempted to prove his fitness Friday by having his Secret Service detail drag his limp body around the South Lawn of the White House. “As you can clearly see, I have more than enough stamina to serve another four-year term,” the first octogenarian president of the United States said as he was pulled across the grass like a rag doll in a striking demonstration of his robust strength and overall physical prowess. “My apologies to all the naysayers out there, but take a look at this! Damned if I don’t feel great. If I wanted to, I could have these guys lug my body around like this all day. I haven’t broken a hip or anything.” According to reports, Biden was taken back inside when insects and worms arose from the lawn, swarmed  over his skin, and began to hasten the decomposition of his actively decaying body. "
